age,workclass,education.num,marital.status,occupation,sex,race,capital.gain,capital.loss,hours.per.week,income,income_prediction,mitigated_prediction
50,Private,6,Widowed,Sales,Female,White,0,0,30,<=50K,<=50K,0
23,Private,10,Married-civ-spouse,Transport-moving,Male,White,0,2567,44,<=50K,<=50K,0
67,Self-emp-inc,11,Married-civ-spouse,Handlers-cleaners,Female,White,88943,0,15,>50K,>50K,1
73,Self-emp-not-inc,13,Married-civ-spouse,Transport-moving,Male,White,0,0,37,>50K,>50K,1
27,Private,10,Never-married,Sales,Male,White,0,0,29,<=50K,<=50K,0
22,Federal-gov,7,Divorced,Handlers-cleaners,Male,White,0,0,53,<=50K,<=50K,0
40,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Male,White,0,0,44,<=50K,<=50K,0
27,Self-emp-not-inc,8,Married-civ-spouse,Exec-managerial,Male,White,0,0,54,<=50K,<=50K,0
61,State-gov,9,Separated,Transport-moving,Male,White,0,0,39,>50K,>50K,1
19,Private,12,Divorced,Transport-moving,Male,White,0,0,38,>50K,>50K,0
30,Private,12,Married-civ-spouse,Craft-repair,Male,White,0,0,36,<=50K,<=50K,0
57,Local-gov,10,Married-civ-spouse,Exec-managerial,Male,White,0,0,33,>50K,>50K,1
19,Self-emp-not-inc,5,Married-civ-spouse,Exec-managerial,Male,White,0,0,72,<=50K,<=50K,0
37,Local-gov,12,Never-married,Machine-op-inspct,Male,White,0,0,49,>50K,>50K,1
18,Private,12,Never-married,Prof-specialty,Male,White,0,0,27,<=50K,<=50K,0
54,Private,6,Never-married,Adm-clerical,Female,White,0,0,71,<=50K,<=50K,0
26,Private,8,Divorced,Machine-op-inspct,Male,White,0,0,35,<=50K,<=50K,0
34,Private,6,Never-married,Transport-moving,Female,White,78001,0,43,<=50K,<=50K,0
26,Private,8,Married-civ-spouse,Farming-fishing,Female,White,0,0,51,<=50K,<=50K,0
28,Private,14,Married-civ-spouse,Adm-clerical,Male,White,0,0,21,>50K,>50K,0
32,Private,11,Widowed,Farming-fishing,Female,White,3335,0,30,<=50K,<=50K,1
41,Private,13,Married-civ-spouse,Tech-support,Male,White,0,364,59,>50K,>50K,1
55,Private,12,Married-civ-spouse,Transport-moving,Male,White,0,0,37,>50K,>50K,1
72,Private,13,Widowed,Sales,Female,White,0,0,51,>50K,>50K,1
52,Private,12,Married-civ-spouse,Prof-specialty,Male,White,0,0,34,>50K,>50K,1
47,Private,6,Never-married,Farming-fishing,Female,White,82256,0,38,<=50K,<=50K,0
48,State-gov,11,Separated,Adm-clerical,Female,White,0,0,61,>50K,>50K,1
66,Private,6,Divorced,Transport-moving,Female,White,0,0,45,>50K,>50K,0
22,Private,15,Married-civ-spouse,Machine-op-inspct,Female,White,0,0,35,<=50K,<=50K,1
61,Federal-gov,6,Married-civ-spouse,Craft-repair,Male,White,0,0,31,<=50K,>50K,0
67,Private,8,Married-civ-spouse,Handlers-cleaners,Male,Black,0,0,32,>50K,>50K,1
31,Self-emp-not-inc,5,Married-civ-spouse,Exec-managerial,Male,White,0,0,54,<=50K,<=50K,0
70,Private,9,Never-married,Prof-specialty,Male,Asian,0,0,49,<=50K,<=50K,1
73,State-gov,10,Married-civ-spouse,Prof-specialty,Male,White,0,0,26,>50K,>50K,1
28,Private,13,Married-civ-spouse,Exec-managerial,Female,White,0,0,41,<=50K,<=50K,0
26,State-gov,14,Divorced,Exec-managerial,Female,White,0,0,39,<=50K,<=50K,0
51,Federal-gov,12,Divorced,Exec-managerial,Male,White,0,0,43,>50K,>50K,1
29,Private,6,Never-married,Craft-repair,Male,White,0,0,32,<=50K,<=50K,0
52,Private,5,Married-civ-spouse,Tech-support,Male,White,0,0,53,<=50K,>50K,0
52,Private,6,Never-married,Craft-repair,Male,White,0,0,39,<=50K,<=50K,0
18,Private,11,Divorced,Machine-op-inspct,Female,Asian,0,0,44,<=50K,<=50K,1
57,Private,8,Married-civ-spouse,Tech-support,Male,White,0,0,30,>50K,>50K,0
39,State-gov,14,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,31,<=50K,<=50K,1
46,Private,9,Married-civ-spouse,Exec-managerial,Male,White,0,0,71,>50K,>50K,0
25,Private,11,Never-married,Craft-repair,Male,White,0,0,61,<=50K,<=50K,0
28,Self-emp-not-inc,7,Married-civ-spouse,Sales,Male,White,0,0,39,<=50K,<=50K,0
58,Private,14,Never-married,Machine-op-inspct,Male,White,0,0,58,>50K,>50K,1
54,Private,6,Divorced,Handlers-cleaners,Male,White,0,0,54,<=50K,<=50K,1
31,Self-emp-not-inc,11,Never-married,Handlers-cleaners,Male,White,86924,0,32,<=50K,<=50K,0
47,Self-emp-not-inc,9,Married-civ-spouse,Adm-clerical,Male,White,0,0,31,>50K,<=50K,0
52,Private,5,Married-civ-spouse,Adm-clerical,Female,Other,0,0,48,<=50K,<=50K,0
38,State-gov,5,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,43,<=50K,<=50K,0
54,Private,13,Married-civ-spouse,Tech-support,Male,Asian,0,0,35,>50K,>50K,1
22,Private,9,Never-married,Transport-moving,Male,White,68770,0,48,<=50K,<=50K,0
36,Private,5,Married-civ-spouse,Machine-op-inspct,Female,White,0,0,22,<=50K,<=50K,0
31,Private,11,Married-civ-spouse,Adm-clerical,Male,White,0,0,41,<=50K,<=50K,0
43,Private,13,Married-civ-spouse,Prof-specialty,Female,White,0,0,25,<=50K,<=50K,0
21,Private,15,Married-civ-spouse,Exec-managerial,Male,White,0,0,25,<=50K,<=50K,0
42,Self-emp-inc,5,Never-married,Machine-op-inspct,Male,White,0,0,31,<=50K,<=50K,0
62,Private,14,Never-married,Handlers-cleaners,Male,White,0,0,44,>50K,>50K,1
59,Self-emp-inc,8,Never-married,Handlers-cleaners,Male,White,0,0,31,>50K,<=50K,0
42,Private,7,Married-civ-spouse,Sales,Female,White,0,0,25,<=50K,<=50K,0
35,State-gov,9,Separated,Transport-moving,Male,White,0,0,45,<=50K,>50K,0
57,Private,11,Never-married,Exec-managerial,Male,White,0,0,57,>50K,>50K,1
25,Private,12,Married-civ-spouse,Prof-specialty,Male,White,0,0,47,<=50K,<=50K,0
56,Private,6,Married-civ-spouse,Farming-fishing,Male,White,0,0,61,<=50K,<=50K,0
57,Local-gov,11,Never-married,Adm-clerical,Male,White,0,0,56,>50K,>50K,1
31,Federal-gov,5,Divorced,Sales,Male,Asian,0,0,34,<=50K,<=50K,0
49,Private,11,Never-married,Handlers-cleaners,Female,White,0,0,47,<=50K,<=50K,1
68,Private,12,Married-civ-spouse,Transport-moving,Male,White,0,0,38,>50K,>50K,1
55,Private,6,Married-civ-spouse,Tech-support,Male,White,0,0,52,>50K,>50K,0
50,State-gov,13,Never-married,Sales,Female,White,0,0,38,<=50K,<=50K,1
40,State-gov,5,Never-married,Transport-moving,Male,White,0,0,30,<=50K,<=50K,0
32,State-gov,10,Divorced,Machine-op-inspct,Female,White,0,0,56,<=50K,<=50K,1
50,Local-gov,5,Never-married,Machine-op-inspct,Male,White,0,0,43,<=50K,<=50K,1
42,Local-gov,7,Married-civ-spouse,Craft-repair,Female,White,0,0,32,<=50K,<=50K,0
34,Private,15,Never-married,Sales,Male,White,0,0,34,>50K,>50K,1
50,Federal-gov,10,Separated,Machine-op-inspct,Female,White,0,0,31,<=50K,<=50K,0
64,Self-emp-not-inc,7,Never-married,Handlers-cleaners,Female,White,0,0,27,<=50K,<=50K,0
72,State-gov,12,Married-civ-spouse,Machine-op-inspct,Male,Black,0,0,34,>50K,>50K,1
19,Private,9,Married-civ-spouse,Transport-moving,Female,White,0,0,44,<=50K,<=50K,0
31,Private,6,Never-married,Farming-fishing,Male,White,0,0,40,<=50K,<=50K,0
70,Private,8,Divorced,Adm-clerical,Male,White,0,0,34,>50K,>50K,1
57,Private,13,Divorced,Handlers-cleaners,Male,White,0,0,57,>50K,>50K,1
57,Private,8,Never-married,Exec-managerial,Male,Other,0,0,15,<=50K,<=50K,0
68,Private,14,Divorced,Transport-moving,Male,White,0,0,43,>50K,>50K,1
56,Private,14,Divorced,Farming-fishing,Male,Black,0,0,38,>50K,>50K,1
68,Private,12,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,28,>50K,>50K,1
23,Private,9,Married-civ-spouse,Prof-specialty,Female,White,0,0,44,<=50K,<=50K,0
23,Private,15,Married-civ-spouse,Craft-repair,Female,White,11246,0,37,<=50K,<=50K,1
20,State-gov,15,Never-married,Farming-fishing,Male,White,60395,2066,54,>50K,>50K,0
24,Self-emp-not-inc,14,Married-civ-spouse,Machine-op-inspct,Male,Asian,0,0,50,>50K,>50K,1
68,Private,5,Divorced,Farming-fishing,Male,White,0,0,62,>50K,>50K,0
25,Self-emp-not-inc,11,Never-married,Farming-fishing,Male,White,0,0,34,<=50K,<=50K,0
59,Self-emp-not-inc,7,Never-married,Transport-moving,Male,White,0,0,56,>50K,>50K,0
69,Private,14,Never-married,Prof-specialty,Male,White,0,0,26,>50K,>50K,1
32,Private,12,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,38,<=50K,>50K,1
64,Private,7,Never-married,Prof-specialty,Female,White,0,0,34,>50K,>50K,0
46,Private,5,Married-civ-spouse,Sales,Male,White,0,0,47,>50K,>50K,0
50,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Male,White,0,0,46,<=50K,<=50K,1
69,Private,6,Married-civ-spouse,Adm-clerical,Male,Black,0,0,29,>50K,>50K,1
47,Private,15,Married-civ-spouse,Adm-clerical,Male,White,0,0,47,>50K,>50K,1
56,State-gov,8,Married-civ-spouse,Farming-fishing,Male,White,50079,0,35,<=50K,>50K,1
44,Private,5,Never-married,Handlers-cleaners,Male,White,35111,0,30,<=50K,<=50K,0
53,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Male,White,0,0,39,>50K,>50K,1
46,Private,10,Never-married,Sales,Male,White,0,0,22,<=50K,>50K,0
55,Private,12,Married-civ-spouse,Transport-moving,Female,White,0,0,51,>50K,>50K,1
74,Private,15,Married-civ-spouse,Handlers-cleaners,Female,White,0,0,39,>50K,>50K,1
50,Private,8,Divorced,Tech-support,Male,Other,0,0,39,<=50K,<=50K,0
54,Private,13,Never-married,Craft-repair,Male,White,77955,0,38,>50K,>50K,1
44,Private,6,Never-married,Adm-clerical,Male,White,0,0,59,>50K,<=50K,0
72,Private,13,Separated,Adm-clerical,Male,White,0,694,58,>50K,<=50K,1
50,Private,9,Never-married,Handlers-cleaners,Male,White,0,0,56,>50K,>50K,0
21,Private,10,Never-married,Sales,Male,White,0,0,38,<=50K,<=50K,0
39,Local-gov,7,Never-married,Craft-repair,Male,Asian,0,0,26,<=50K,<=50K,0
19,Private,8,Never-married,Handlers-cleaners,Male,Black,0,0,39,<=50K,<=50K,0
27,Private,10,Married-civ-spouse,Tech-support,Male,Black,0,0,43,<=50K,<=50K,0
22,Private,11,Divorced,Transport-moving,Female,Other,0,0,49,<=50K,<=50K,0
27,Private,5,Married-civ-spouse,Handlers-cleaners,Female,White,0,0,43,<=50K,<=50K,0
50,Private,11,Married-civ-spouse,Farming-fishing,Female,White,0,0,27,<=50K,<=50K,1
71,Private,5,Divorced,Machine-op-inspct,Male,White,0,0,33,<=50K,<=50K,0
55,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Female,White,0,0,32,<=50K,<=50K,1
30,Private,10,Married-civ-spouse,Craft-repair,Male,White,0,0,46,<=50K,<=50K,0
48,Private,6,Married-civ-spouse,Prof-specialty,Female,White,0,0,46,<=50K,<=50K,0
64,Private,14,Widowed,Farming-fishing,Male,White,0,0,48,>50K,>50K,1
53,Self-emp-inc,13,Married-civ-spouse,Machine-op-inspct,Female,White,0,0,43,<=50K,<=50K,1
62,Private,14,Married-civ-spouse,Farming-fishing,Male,White,0,0,15,>50K,>50K,1
41,Private,10,Never-married,Handlers-cleaners,Female,White,0,0,19,<=50K,<=50K,0
69,Private,11,Divorced,Machine-op-inspct,Female,White,0,0,38,>50K,<=50K,1
73,Private,14,Married-civ-spouse,Transport-moving,Male,White,0,0,41,>50K,>50K,1
32,Private,12,Married-civ-spouse,Prof-specialty,Male,White,0,0,55,>50K,>50K,1
46,Federal-gov,15,Married-civ-spouse,Handlers-cleaners,Female,White,65512,2386,40,<=50K,<=50K,1
25,Private,14,Married-civ-spouse,Tech-support,Male,White,0,0,28,>50K,>50K,0
22,Private,5,Married-civ-spouse,Tech-support,Female,White,0,0,47,<=50K,<=50K,0
46,Local-gov,12,Married-civ-spouse,Craft-repair,Male,White,0,0,39,>50K,>50K,1
64,Private,8,Never-married,Exec-managerial,Male,White,0,0,35,>50K,>50K,0
21,Private,14,Divorced,Farming-fishing,Male,White,0,0,20,<=50K,<=50K,0
29,Private,12,Never-married,Machine-op-inspct,Male,White,0,0,41,<=50K,<=50K,0
62,Private,10,Married-civ-spouse,Handlers-cleaners,Female,White,0,0,42,>50K,>50K,1
19,Private,15,Married-civ-spouse,Tech-support,Male,White,0,0,28,>50K,>50K,0
44,Private,13,Never-married,Prof-specialty,Male,White,0,0,48,>50K,>50K,1
48,State-gov,15,Married-civ-spouse,Exec-managerial,Male,White,0,2127,47,>50K,>50K,1
68,Local-gov,8,Never-married,Prof-specialty,Male,White,50703,0,40,<=50K,>50K,1
68,Self-emp-not-inc,6,Divorced,Farming-fishing,Female,White,0,0,40,<=50K,<=50K,0
53,Private,6,Never-married,Sales,Female,White,77625,0,51,<=50K,<=50K,0
53,Private,9,Married-civ-spouse,Exec-managerial,Male,White,0,0,44,>50K,>50K,1
43,Private,14,Married-civ-spouse,Adm-clerical,Female,White,0,0,31,<=50K,>50K,1
60,Private,13,Never-married,Sales,Female,White,0,0,37,>50K,>50K,1
44,Self-emp-not-inc,7,Never-married,Sales,Male,White,0,0,46,<=50K,<=50K,0
22,Private,12,Married-civ-spouse,Farming-fishing,Female,White,95978,0,15,<=50K,<=50K,0
37,Local-gov,8,Widowed,Prof-specialty,Male,White,0,0,28,<=50K,<=50K,0
28,Private,10,Married-civ-spouse,Transport-moving,Male,White,0,0,48,>50K,>50K,0
27,Private,14,Married-civ-spouse,Tech-support,Female,White,0,0,54,<=50K,<=50K,0
57,Private,10,Divorced,Machine-op-inspct,Male,White,0,0,52,>50K,>50K,1
55,Private,7,Never-married,Machine-op-inspct,Female,White,0,0,50,<=50K,<=50K,0
23,Local-gov,9,Separated,Handlers-cleaners,Female,Asian,0,0,41,<=50K,<=50K,0
25,State-gov,7,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,27,<=50K,<=50K,0
40,Private,15,Married-civ-spouse,Sales,Female,White,0,0,37,<=50K,>50K,1
64,Private,15,Never-married,Sales,Male,White,0,223,16,>50K,>50K,1
43,Private,5,Married-civ-spouse,Transport-moving,Male,White,0,0,55,<=50K,<=50K,0
63,Private,11,Married-civ-spouse,Farming-fishing,Male,White,0,0,30,<=50K,<=50K,1
60,Private,8,Divorced,Tech-support,Female,White,0,0,33,<=50K,<=50K,0
29,Self-emp-not-inc,11,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,52,<=50K,<=50K,1
43,Private,7,Divorced,Transport-moving,Male,Black,0,0,20,<=50K,>50K,0
30,Private,15,Married-civ-spouse,Machine-op-inspct,Female,White,0,0,25,>50K,>50K,1
57,Self-emp-not-inc,9,Never-married,Adm-clerical,Female,White,0,0,43,>50K,>50K,0
35,Private,9,Never-married,Handlers-cleaners,Female,Black,0,0,46,<=50K,<=50K,0
42,Private,6,Married-civ-spouse,Adm-clerical,Male,White,0,0,39,<=50K,<=50K,0
50,Private,15,Married-civ-spouse,Tech-support,Male,Black,0,0,39,>50K,>50K,1
64,Private,14,Married-civ-spouse,Tech-support,Male,White,0,0,55,>50K,>50K,1
57,Private,6,Married-civ-spouse,Farming-fishing,Female,White,87900,0,47,<=50K,<=50K,0
60,Private,8,Never-married,Exec-managerial,Male,White,0,0,46,<=50K,<=50K,0
29,Local-gov,8,Widowed,Sales,Male,White,0,0,49,<=50K,<=50K,0
61,Local-gov,8,Never-married,Handlers-cleaners,Female,Black,0,0,36,<=50K,<=50K,0
53,Self-emp-inc,10,Never-married,Transport-moving,Male,White,0,0,66,>50K,>50K,0
65,Private,6,Married-civ-spouse,Farming-fishing,Female,White,0,0,12,>50K,>50K,1
21,Self-emp-not-inc,10,Married-civ-spouse,Transport-moving,Female,White,0,0,57,<=50K,<=50K,0
22,Private,11,Never-married,Exec-managerial,Female,White,37176,0,50,<=50K,<=50K,0
73,Private,15,Separated,Farming-fishing,Male,White,0,0,42,>50K,>50K,1
54,Private,14,Divorced,Prof-specialty,Male,White,0,0,40,>50K,>50K,1
25,Private,7,Married-civ-spouse,Machine-op-inspct,Female,White,0,0,38,<=50K,<=50K,0
59,Private,15,Never-married,Sales,Female,White,0,0,53,>50K,>50K,1
66,Private,12,Married-civ-spouse,Sales,Female,White,74511,0,39,>50K,>50K,1
45,State-gov,6,Never-married,Sales,Male,White,0,0,31,<=50K,<=50K,0
48,Private,15,Never-married,Adm-clerical,Female,White,0,0,50,>50K,>50K,1
26,Local-gov,12,Married-civ-spouse,Handlers-cleaners,Female,White,0,0,59,<=50K,<=50K,1
71,Private,15,Widowed,Farming-fishing,Male,White,0,0,16,>50K,>50K,1
68,Private,9,Widowed,Farming-fishing,Female,White,0,0,68,<=50K,<=50K,1
46,Private,6,Separated,Adm-clerical,Female,White,0,0,27,<=50K,<=50K,0
31,Private,11,Divorced,Tech-support,Male,White,0,0,28,<=50K,<=50K,0
57,Private,6,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,25,<=50K,<=50K,0
58,Private,10,Divorced,Exec-managerial,Male,White,0,0,40,>50K,>50K,0
39,Private,14,Married-civ-spouse,Exec-managerial,Male,White,0,0,24,>50K,>50K,1
28,Private,7,Married-civ-spouse,Sales,Male,White,0,0,26,<=50K,<=50K,0
40,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Male,White,0,0,31,>50K,>50K,1
18,Private,7,Never-married,Craft-repair,Male,White,42753,0,41,<=50K,<=50K,0
63,Private,15,Married-civ-spouse,Tech-support,Male,Black,0,0,42,>50K,>50K,1
54,Local-gov,7,Married-civ-spouse,Transport-moving,Male,White,0,0,54,>50K,>50K,1
38,Private,9,Married-civ-spouse,Sales,Female,White,88829,0,54,<=50K,<=50K,0
43,Self-emp-not-inc,11,Never-married,Exec-managerial,Female,Black,0,0,52,<=50K,<=50K,0
63,Self-emp-not-inc,12,Never-married,Exec-managerial,Male,White,0,0,36,>50K,>50K,1
53,State-gov,15,Married-civ-spouse,Handlers-cleaners,Female,White,60810,0,17,>50K,<=50K,1
71,Private,11,Separated,Tech-support,Male,White,0,0,17,>50K,>50K,1
40,Private,13,Married-civ-spouse,Tech-support,Male,White,0,0,52,>50K,>50K,0
74,Private,9,Divorced,Craft-repair,Male,Black,0,0,50,>50K,>50K,1
18,Private,14,Never-married,Exec-managerial,Male,Other,0,0,32,<=50K,<=50K,0
71,Private,15,Never-married,Machine-op-inspct,Female,White,0,0,22,>50K,>50K,1
72,Private,7,Married-civ-spouse,Handlers-cleaners,Female,White,0,0,27,>50K,<=50K,1
68,Federal-gov,10,Never-married,Farming-fishing,Male,Black,0,0,42,>50K,>50K,1
57,Private,9,Never-married,Machine-op-inspct,Male,White,0,0,42,>50K,>50K,1
32,Local-gov,8,Divorced,Prof-specialty,Male,White,0,0,52,<=50K,<=50K,0
38,Federal-gov,6,Divorced,Handlers-cleaners,Male,Black,0,0,34,<=50K,<=50K,0
64,Private,11,Married-civ-spouse,Transport-moving,Male,White,0,0,37,>50K,>50K,1
26,Private,9,Divorced,Farming-fishing,Male,White,0,0,53,<=50K,<=50K,0
70,Private,8,Married-civ-spouse,Tech-support,Female,White,0,0,14,<=50K,>50K,0
26,State-gov,12,Never-married,Farming-fishing,Female,Black,0,0,43,<=50K,<=50K,0
27,Private,13,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,35,<=50K,<=50K,0
69,Private,13,Never-married,Exec-managerial,Female,White,0,239,48,>50K,>50K,1
74,Private,7,Married-civ-spouse,Prof-specialty,Male,White,0,0,46,>50K,>50K,1
70,State-gov,7,Married-civ-spouse,Tech-support,Male,White,0,0,31,>50K,>50K,1
43,Self-emp-not-inc,9,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,33,>50K,>50K,0
58,Private,9,Married-civ-spouse,Adm-clerical,Male,White,0,0,12,>50K,>50K,1
52,Private,14,Divorced,Prof-specialty,Female,White,0,0,48,>50K,>50K,1
69,Private,6,Never-married,Craft-repair,Male,White,98639,0,42,<=50K,<=50K,0
42,Private,5,Never-married,Adm-clerical,Male,Asian,0,0,56,<=50K,<=50K,0
43,Local-gov,12,Divorced,Transport-moving,Male,White,0,0,35,<=50K,>50K,0
28,Self-emp-not-inc,7,Never-married,Machine-op-inspct,Male,Black,0,0,50,<=50K,<=50K,0
55,Self-emp-not-inc,5,Married-civ-spouse,Transport-moving,Female,White,0,0,27,<=50K,<=50K,0
19,Private,5,Married-civ-spouse,Farming-fishing,Male,White,0,0,7,<=50K,<=50K,0
24,Private,15,Married-civ-spouse,Exec-managerial,Male,White,0,0,38,>50K,>50K,1
35,Private,6,Never-married,Farming-fishing,Male,White,0,0,33,<=50K,<=50K,0
44,Private,10,Married-civ-spouse,Exec-managerial,Male,Asian,0,0,27,>50K,>50K,0
51,Private,10,Married-civ-spouse,Sales,Male,White,0,0,50,<=50K,<=50K,1
44,Self-emp-not-inc,7,Divorced,Sales,Female,White,0,0,54,<=50K,<=50K,0
34,Private,8,Separated,Transport-moving,Male,White,0,0,41,<=50K,<=50K,0
60,Self-emp-not-inc,6,Never-married,Craft-repair,Female,White,3164,0,37,<=50K,<=50K,0
61,Private,6,Never-married,Transport-moving,Female,White,0,0,40,<=50K,<=50K,0
68,Private,11,Never-married,Sales,Female,White,0,1356,32,>50K,>50K,1
71,Private,5,Divorced,Adm-clerical,Male,White,0,0,46,>50K,>50K,0
41,Private,11,Never-married,Adm-clerical,Male,White,3821,0,21,<=50K,<=50K,0
42,Private,5,Never-married,Craft-repair,Male,White,0,0,27,<=50K,<=50K,0
24,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Female,White,0,0,30,<=50K,<=50K,0
69,Private,7,Married-civ-spouse,Craft-repair,Male,White,0,0,46,>50K,>50K,1
23,Self-emp-inc,12,Married-civ-spouse,Transport-moving,Male,White,0,0,36,<=50K,>50K,0
70,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,56,>50K,>50K,1
41,Private,15,Never-married,Handlers-cleaners,Male,White,0,0,49,>50K,>50K,1
50,Self-emp-not-inc,6,Married-civ-spouse,Tech-support,Male,White,0,0,30,<=50K,<=50K,0
66,Private,12,Married-civ-spouse,Craft-repair,Male,White,0,0,47,>50K,>50K,1
46,Self-emp-not-inc,9,Never-married,Tech-support,Female,Black,80632,0,35,<=50K,<=50K,0
60,Private,12,Divorced,Machine-op-inspct,Male,White,0,0,45,>50K,>50K,1
39,Private,12,Divorced,Handlers-cleaners,Male,White,0,0,50,>50K,>50K,1
43,Private,10,Never-married,Craft-repair,Male,Black,0,162,53,<=50K,<=50K,0
45,Private,6,Divorced,Craft-repair,Male,White,0,0,42,<=50K,<=50K,0
67,Self-emp-inc,12,Never-married,Craft-repair,Male,White,0,0,59,>50K,>50K,1
38,Self-emp-not-inc,15,Married-civ-spouse,Adm-clerical,Female,Asian,0,0,45,<=50K,<=50K,1
66,Local-gov,10,Married-civ-spouse,Machine-op-inspct,Male,White,0,0,41,>50K,>50K,1
24,Private,10,Married-civ-spouse,Tech-support,Female,White,0,1363,36,<=50K,>50K,0
34,Private,12,Divorced,Exec-managerial,Male,White,0,1588,32,<=50K,<=50K,0
37,Private,5,Separated,Exec-managerial,Male,White,0,0,45,<=50K,<=50K,0
58,Private,6,Widowed,Machine-op-inspct,Female,White,0,0,41,<=50K,<=50K,0
66,Private,13,Never-married,Craft-repair,Male,White,0,0,43,>50K,>50K,1
37,Private,15,Married-civ-spouse,Exec-managerial,Male,White,1443,0,45,>50K,>50K,1
71,Private,12,Separated,Tech-support,Male,White,0,0,43,>50K,>50K,1
39,Private,11,Never-married,Exec-managerial,Male,Black,0,0,64,<=50K,<=50K,0
45,Private,11,Married-civ-spouse,Tech-support,Female,White,22053,0,33,<=50K,<=50K,1
57,Private,9,Never-married,Craft-repair,Male,Black,0,0,45,<=50K,<=50K,0
66,Federal-gov,6,Married-civ-spouse,Craft-repair,Female,Black,0,0,37,<=50K,<=50K,0
24,Private,15,Married-civ-spouse,Transport-moving,Female,White,0,0,10,>50K,<=50K,0
18,State-gov,10,Never-married,Sales,Male,White,94749,0,37,<=50K,<=50K,0
49,Private,14,Never-married,Adm-clerical,Female,White,0,0,28,>50K,>50K,1
30,Local-gov,7,Married-civ-spouse,Handlers-cleaners,Male,Asian,0,0,39,<=50K,<=50K,1
47,Private,8,Divorced,Handlers-cleaners,Female,White,0,0,39,<=50K,<=50K,0
40,Private,14,Never-married,Farming-fishing,Male,White,0,0,44,>50K,>50K,1
68,Private,15,Never-married,Adm-clerical,Female,White,0,0,33,<=50K,<=50K,1
73,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Male,White,0,0,35,>50K,>50K,1
36,Private,6,Married-civ-spouse,Handlers-cleaners,Male,White,0,0,48,<=50K,<=50K,0
49,Private,12,Married-civ-spouse,Tech-support,Male,White,0,0,30,>50K,>50K,1
47,Local-gov,12,Widowed,Farming-fishing,Female,White,0,0,17,<=50K,>50K,0
46,Private,14,Married-civ-spouse,Exec-managerial,Male,White,0,0,41,>50K,>50K,1
66,Private,10,Divorced,Exec-managerial,Male,Black,0,0,52,>50K,>50K,1
62,Private,9,Divorced,Farming-fishing,Female,White,0,0,48,<=50K,>50K,1
46,Private,12,Never-married,Sales,Male,Asian,0,0,42,<=50K,<=50K,0
47,Private,8,Never-married,Prof-specialty,Female,White,0,0,55,<=50K,<=50K,0
33,Private,15,Never-married,Tech-support,Female,White,0,0,52,>50K,>50K,0
57,State-gov,8,Married-civ-spouse,Handlers-cleaners,Female,White,0,0,36,<=50K,<=50K,1
36,Self-emp-not-inc,9,Married-civ-spouse,Sales,Female,White,0,0,42,<=50K,<=50K,0
35,Private,5,Separated,Tech-support,Male,Asian,0,0,43,>50K,>50K,0
18,Private,5,Separated,Transport-moving,Male,White,0,0,38,<=50K,<=50K,0
31,State-gov,6,Separated,Handlers-cleaners,Female,Black,0,0,53,<=50K,<=50K,0
68,Self-emp-not-inc,12,Separated,Transport-moving,Male,White,0,0,38,>50K,>50K,1
64,Local-gov,11,Never-married,Craft-repair,Male,White,0,0,33,>50K,>50K,1
67,Private,14,Never-married,Adm-clerical,Male,White,0,0,8,>50K,>50K,1
19,Self-emp-not-inc,13,Never-married,Craft-repair,Female,White,0,0,30,<=50K,<=50K,0
71,Self-emp-not-inc,9,Never-married,Exec-managerial,Male,White,0,3854,24,>50K,>50K,1
45,Private,6,Married-civ-spouse,Sales,Male,Black,0,0,39,>50K,>50K,0
66,Private,11,Married-civ-spouse,Farming-fishing,Male,White,0,0,24,>50K,>50K,1
67,Private,12,Widowed,Craft-repair,Male,White,0,0,47,>50K,>50K,1
47,Private,11,Married-civ-spouse,Sales,Male,White,0,0,53,>50K,>50K,1
55,Self-emp-inc,11,Never-married,Machine-op-inspct,Male,White,0,0,39,>50K,>50K,1
68,Federal-gov,9,Married-civ-spouse,Exec-managerial,Male,White,0,0,28,>50K,>50K,1
21,Federal-gov,6,Married-civ-spouse,Handlers-cleaners,Female,White,0,0,43,<=50K,<=50K,0
18,Self-emp-inc,10,Married-civ-spouse,Sales,Male,White,0,0,62,>50K,>50K,0
25,Private,8,Married-civ-spouse,Tech-support,Female,White,0,0,58,<=50K,<=50K,0
